Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price,Car_Age,Mileage_per_Year
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,40000,Dammam,42000.0,7,5000.0
Porsche,Cayenne,2015,Saudi,White,Full,3.6,Gas,Automatic,114000,Riyadh,155000.0,10,10363.636363636364
Toyota,Hilux,2015,Saudi,White,Standard,2.7,Gas,Manual,239900,Dammam,46000.0,10,21809.090909090908
Toyota,Prado,2012,Saudi,White,Full,2.7,Gas,Automatic,240000,Jazan,70000.0,13,17142.85714285714
Hyundai,Senta fe,2012,Gulf Arabic,Brown,Semi Full,1.0,Gas,Automatic,200000,Al-Medina,29000.0,13,14285.714285714286
Toyota,Land Cruiser,2006,Gulf Arabic,White,Full,4.7,Gas,Automatic,382,Al-Ahsa,45000.0,19,19.1
Chevrolet,Malibu,2015,Saudi,White,Semi Full,2.5,Gas,Automatic,190217,Aseer,27000.0,10,17292.454545454544
Kia,Rio,2014,Other,Another Color,Standard,1.4,Gas,Automatic,203331,Makkah,20000.0,11,16944.25
Ford,Explorer,2006,Other,Red,Full,2.6,Gas,Automatic,35000,Aseer,15000.0,19,1750.0
Cadillac,CT6,2017,Saudi,Silver,Full,3.0,Gas,Automatic,70000,Jeddah,175000.0,8,7777.777777777777
Škoda,Fabia,2007,Saudi,Red,Standard,1.2,Gas,Manual,219000,Riyadh,6000.0,18,11526.315789473685
Nissan,Altima,2017,Saudi,White,Standard,2.5,Gas,Automatic,64000,Riyadh,58000.0,8,7111.111111111111
Land Rover,Range Rover,2014,Saudi,Brown,Full,2.0,Gas,Automatic,48000,Jeddah,100000.0,11,4000.0
Land Rover,LR2,2013,Saudi,Silver,Full,3.5,Gas,Automatic,128301,Jeddah,75000.0,12,9869.307692307691
Toyota,Corolla,2006,Gulf Arabic,Golden,Full,1.8,Gas,Manual,320000,Al-Ahsa,18000.0,19,16000.0
Hyundai,Azera,2021,Unknown,Black,Unknown,3.5,Gas,Automatic,16000,Riyadh,1770.0,4,3200.0
Ford,Taurus,2013,Unknown,White,Unknown,3.5,Gas,Automatic,300000,Dammam,40000.0,12,23076.923076923078
Toyota,Camry,2020,Unknown,White,Full,2.5,Gas,Automatic,10616,Al-Medina,104500.0,5,1769.3333333333333
Mazda,6,2018,Saudi,Silver,Full,2.5,Gas,Automatic,76000,Makkah,1640.0,7,9500.0
Mitsubishi,Pajero,2016,Gulf Arabic,White,Semi Full,6.0,Gas,Automatic,200000,Qassim,53000.0,9,20000.0
Hyundai,Elantra,2017,Saudi,Brown,Standard,2.0,Gas,Automatic,135000,Riyadh,35000.0,8,15000.0
Hyundai,Azera,2011,Other,Grey,Semi Full,3.5,Gas,Automatic,447,Riyadh,21000.0,14,29.8
GMC,Terrain,2013,Saudi,Black,Semi Full,2.4,Gas,Automatic,90000,Jeddah,35000.0,12,6923.076923076923
Ford,Taurus,2016,Saudi,Silver,Semi Full,3.5,Gas,Automatic,60100,Aseer,85000.0,9,6010.0
Hyundai,Senta fe,2015,Saudi,Brown,Standard,1.1,Gas,Automatic,280000,Jazan,45000.0,10,25454.545454545456
Mazda,CX5,2021,Saudi,Grey,Full,2.5,Gas,Automatic,845,Khobar,129000.0,4,169.0
Toyota,Corolla,2016,Saudi,Silver,Standard,1.6,Gas,Automatic,190000,Abha,32000.0,9,19000.0
Ford,Taurus,2016,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,48000,Jeddah,80000.0,9,4800.0
Renault,Fluence,2015,Saudi,Grey,Standard,1.6,Gas,Automatic,121913,Riyadh,29000.0,10,11083.0
Dodge,Charger,2013,Saudi,Black,Full,5.7,Gas,Automatic,216841,Abha,40000.0,12,16680.076923076922
BMW,The 7,2014,Saudi,Navy,Full,6.0,Gas,Automatic,182000,Jeddah,90000.0,11,15166.666666666666
Mazda,CX5,2021,Saudi,White,Full,2.5,Gas,Automatic,14000,Riyadh,125000.0,4,2800.0
Toyota,Yaris,2016,Saudi,White,Standard,1.5,Gas,Automatic,100,Yanbu,32000.0,9,10.0
Renault,Megane,2020,Gulf Arabic,White,Standard,1.6,Gas,Automatic,6400,Jeddah,42000.0,5,1066.6666666666667
Hyundai,Accent,2019,Saudi,White,Semi Full,1.4,Gas,Automatic,98000,Tabouk,36500.0,6,14000.0
Hyundai,Accent,2019,Saudi,Blue,Semi Full,1.4,Gas,Automatic,89000,Tabouk,39000.0,6,12714.285714285714
GMC,Yukon,2013,Saudi,Brown,Semi Full,5.3,Gas,Automatic,150000,Riyadh,65000.0,12,11538.461538461539
Genesis,Platinum,2015,Saudi,White,Full,3.8,Gas,Automatic,208000,Riyadh,95000.0,10,18909.090909090908
HAVAL,H2,2021,Saudi,Another Color,Full,1.5,Gas,Automatic,6000,Khobar,57900.0,4,1200.0
Chevrolet,Caprice,2009,Saudi,Blue,Standard,6.0,Gas,Manual,230945,Tabouk,15000.0,16,13585.0
Chevrolet,Traverse,2011,Saudi,Black,Semi Full,2.5,Gas,Automatic,65000,Jeddah,35000.0,14,4333.333333333333
Toyota,Ciocca,2016,Saudi,Grey,Semi Full,5.7,Gas,Automatic,333000,Dammam,78000.0,9,33300.0
Honda,Odyssey,2016,Saudi,Red,Semi Full,2.0,Gas,Automatic,150000,Jeddah,60000.0,9,15000.0
Toyota,Prado,2016,Saudi,Silver,Semi Full,4.0,Gas,Automatic,97000,Dammam,119000.0,9,9700.0
Hyundai,Elantra,2017,Other,White,Semi Full,1.6,Diesel,Automatic,91269,Qassim,50000.0,8,10141.0
Kia,Picanto,2010,Saudi,Grey,Standard,3.5,Gas,Manual,200000,Jeddah,10000.0,15,12500.0
Kia,Sportage,2019,Saudi,Golden,Standard,1.6,Gas,Automatic,43000,Khobar,68000.0,6,6142.857142857143
Ford,Expedition,2020,Saudi,Black,Semi Full,3.5,Gas,Automatic,14000,Al-Medina,173000.0,5,2333.3333333333335
Hyundai,Elantra,2015,Saudi,White,Semi Full,2.0,Gas,Automatic,230000,Riyadh,30000.0,10,20909.090909090908
BMW,The 5,2016,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,66000,Riyadh,90000.0,9,6600.0
Toyota,Camry,2015,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,140000,Al-Medina,45000.0,10,12727.272727272728
Toyota,Camry,2014,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000,Dammam,45000.0,11,10000.0
Mitsubishi,Pajero,2016,Saudi,White,Full,3.5,Gas,Automatic,190000,Dammam,58000.0,9,19000.0
Ford,Taurus,2018,Saudi,Another Color,Standard,3.6,Gas,Automatic,78000,Riyadh,92000.0,7,9750.0
Jeep,Wrangler,2017,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,82000,Dammam,93000.0,8,9111.111111111111
Toyota,Innova,2014,Saudi,White,Standard,2.7,Gas,Automatic,180000,Riyadh,45000.0,11,15000.0
Mazda,3,2017,Saudi,White,Standard,1.5,Gas,Automatic,107921,Qassim,39000.0,8,11991.222222222223
Ford,Expedition,2020,Saudi,Silver,Full,3.5,Gas,Automatic,5000,Riyadh,180000.0,5,833.3333333333334
Hyundai,Azera,2014,Saudi,White,Full,6.0,Gas,Automatic,276,Riyadh,35000.0,11,23.0
Chevrolet,Cruze,2016,Other,Grey,Full,1.6,Gas,Automatic,136000,Jeddah,25000.0,9,13600.0
Toyota,Camry,2011,Other,Grey,Full,2.4,Gas,Automatic,137502,Al-Ahsa,35000.0,14,9166.8
Lexus,RX,2013,Gulf Arabic,White,Full,3.5,Gas,Automatic,190000,Riyadh,85000.0,12,14615.384615384615
Ford,Expedition,2014,Saudi,Black,Standard,5.4,Gas,Automatic,243500,Khobar,45000.0,11,20291.666666666668
Hyundai,Accent,2019,Saudi,White,Standard,1.4,Gas,Automatic,57000,Dammam,35000.0,6,8142.857142857143
Changan,CS75,2020,Saudi,Grey,Full,1.8,Gas,Automatic,46000,Al-Ahsa,62000.0,5,7666.666666666667
Hyundai,Tucson,2019,Saudi,Silver,Semi Full,1.6,Gas,Automatic,42000,Riyadh,75000.0,6,6000.0
Dodge,Challenger,2015,Saudi,Silver,Semi Full,3.6,Gas,Automatic,260,Jeddah,55000.0,10,23.636363636363637
Toyota,FJ,2020,Gulf Arabic,White,Full,6.0,Gas,Automatic,50000,Dammam,140000.0,5,8333.333333333334
Honda,Accord,2016,Saudi,White,Full,3.5,Gas,Automatic,117000,Riyadh,80000.0,9,11700.0
Mitsubishi,Pajero,2017,Saudi,White,Full,3.5,Gas,Automatic,81000,Dammam,72000.0,8,9000.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,36200,Riyadh,36500.0,7,4525.0
Hyundai,Accent,2015,Saudi,Grey,Standard,1.2,Gas,Automatic,150,Riyadh,20000.0,10,13.636363636363637
Ford,Fusion,2016,Saudi,White,Standard,1.2,Gas,Automatic,80000,Al-Ahsa,50000.0,9,8000.0
Ford,Fusion,2017,Other,White,Full,2.0,Diesel,Automatic,55000,Riyadh,65000.0,8,6111.111111111111
Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,189000,Dammam,78000.0,8,21000.0
Toyota,Hiace,2016,Saudi,White,Unknown,2.7,Gas,Manual,180000,Abha,72000.0,9,18000.0
Toyota,Corolla,2014,Gulf Arabic,White,Full,1.6,Gas,Automatic,197,Al-Ahsa,29000.0,11,16.416666666666668
GMC,Sierra,2013,Gulf Arabic,Silver,Standard,5.3,Gas,Automatic,248000,Dammam,63000.0,12,19076.923076923078
Chevrolet,Tahoe,2014,Saudi,Black,Semi Full,2.0,Gas,Automatic,255000,Riyadh,53000.0,11,21250.0
Chevrolet,Silverado,2012,Saudi,Red,Semi Full,6.0,Gas,Automatic,180000,Riyadh,50000.0,13,12857.142857142857
Mercedes,E,2016,Saudi,Black,Full,3.0,Gas,Automatic,64000,Riyadh,120000.0,9,6400.0
Isuzu,Dyna,2013,Saudi,White,Standard,7.0,Diesel,Manual,300,Dammam,82000.0,12,23.076923076923077
Audi,Q7,2007,Saudi,White,Full,7.0,Gas,Automatic,180000,Riyadh,50000.0,18,9473.684210526315
Mercedes,CLS,2014,Saudi,Brown,Full,3.5,Gas,Automatic,130,Jeddah,100000.0,11,10.833333333333334
Mercedes,S,2008,Saudi,Golden,Full,1.0,Gas,Automatic,174000,Riyadh,65000.0,17,9666.666666666666
Chevrolet,Malibu,2010,Saudi,Grey,Semi Full,2.4,Gas,Automatic,135000,Al-Medina,10000.0,15,8437.5
Hyundai,Sonata,2017,Saudi,White,Full,2.4,Gas,Automatic,88718,Riyadh,58000.0,8,9857.555555555555
Kia,Sorento,2015,Saudi,Red,Semi Full,6.0,Gas,Automatic,171000,Al-Ahsa,45000.0,10,15545.454545454546
Porsche,Cayenne,2016,Saudi,White,Standard,3.6,Gas,Automatic,121,Khobar,160000.0,9,12.1
Ford,Taurus,2018,Unknown,Black,Standard,3.5,Gas,Automatic,88000,Al-Baha,78000.0,7,11000.0
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,142000,Dammam,48000.0,7,17750.0
Audi,A6,2018,Saudi,Silver,Semi Full,3.0,Gas,Automatic,92000,Al-Medina,88000.0,7,11500.0
Toyota,Furniture,2017,Saudi,White,Full,4.0,Gas,Automatic,30000,Riyadh,118000.0,8,3333.3333333333335
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,237356,Riyadh,42000.0,8,26372.88888888889
Hyundai,Sonata,2017,Saudi,White,Semi Full,2.4,Gas,Automatic,194814,Riyadh,55000.0,8,21646.0
Changan,Eado,2020,Saudi,Brown,Semi Full,1.6,Gas,Automatic,89770,Riyadh,42000.0,5,14961.666666666666
Nissan,Patrol,2014,Saudi,White,Semi Full,5.6,Gas,Automatic,200000,Dammam,105000.0,11,16666.666666666668
Ford,Mustang,2010,Other,Black,Semi Full,3.7,Gas,Automatic,290000,Jazan,38000.0,15,18125.0
Hyundai,Sonata,2019,Saudi,Brown,Full,2.4,Gas,Automatic,90000,Jeddah,61000.0,6,12857.142857142857
Chevrolet,Blazer,2013,Saudi,Silver,Standard,3.6,Gas,Automatic,177560,Dammam,35000.0,12,13658.461538461539
Chevrolet,Impala,2014,Saudi,Navy,Semi Full,3.6,Gas,Automatic,80000,Riyadh,45000.0,11,6666.666666666667
Toyota,Prado,2016,Saudi,White,Semi Full,2.7,Gas,Automatic,60000,Jeddah,120000.0,9,6000.0
BMW,X,2015,Saudi,Black,Full,3.6,Hybrid,Automatic,62300,Dammam,140000.0,10,5663.636363636364
Dodge,Charger,2013,Other,Black,Full,5.7,Gas,Automatic,175,Taef,38000.0,12,13.461538461538462
Toyota,Innova,2008,Saudi,Golden,Standard,1.8,Gas,Automatic,90000,Hafar Al-Batin,20000.0,17,5000.0
Volkswagen,Passat,2010,Saudi,Silver,Full,3.5,Gas,Automatic,143000,Dammam,21000.0,15,8937.5
Ford,Van,2013,Other,White,Standard,3.6,Gas,Automatic,120,Jeddah,40000.0,12,9.23076923076923
Toyota,Yaris,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,18000,Riyadh,36000.0,6,2571.4285714285716
Toyota,Corolla,2015,Saudi,Silver,Standard,1.6,Gas,Automatic,160000,Jeddah,27500.0,10,14545.454545454546
Ford,Explorer,2009,Other,Black,Full,4.0,Gas,Automatic,211000,Riyadh,16000.0,16,12411.764705882353
Changan,Eado,2020,Saudi,Brown,Standard,1.6,Gas,Automatic,84000,Riyadh,42500.0,5,14000.0
Changan,Eado,2020,Saudi,White,Standard,1.6,Gas,Automatic,86000,Riyadh,42500.0,5,14333.333333333334
Nissan,Pathfinder,2014,Saudi,White,Standard,3.5,Gas,Automatic,24000,Jeddah,50000.0,11,2000.0
Ford,Vego,2016,Gulf Arabic,Silver,Standard,1.5,Gas,Automatic,165200,Dammam,19000.0,9,16520.0
Honda,CRV,2010,Gulf Arabic,Silver,Full,2.7,Gas,Automatic,105000,Jeddah,35000.0,15,6562.5
Ford,Explorer,2014,Saudi,Silver,Semi Full,3.5,Gas,Automatic,168322,Al-Medina,60000.0,11,14026.833333333334
Nissan,Patrol,2015,Saudi,Another Color,Full,4.8,Gas,Automatic,77000,Al-Medina,166000.0,10,7000.0
HAVAL,H2,2020,Gulf Arabic,Red,Semi Full,1.0,Gas,Automatic,29289,Makkah,50000.0,5,4881.5
Chevrolet,Cruze,2013,Saudi,White,Standard,1.6,Gas,Automatic,175,Taef,15000.0,12,13.461538461538462
Toyota,Corolla,2016,Saudi,White,Standard,1.6,Gas,Automatic,270000,Riyadh,33000.0,9,27000.0
Toyota,Corolla,2018,Saudi,Black,Standard,1.6,Gas,Automatic,72000,Riyadh,42000.0,7,9000.0
Ford,F150,2014,Saudi,Black,Full,3.2,Gas,Automatic,200000,Qassim,58000.0,11,16666.666666666668
Nissan,Navara,2014,Gulf Arabic,White,Full,2.5,Gas,Automatic,167,Aseer,35000.0,11,13.916666666666666
Hyundai,Senta fe,2015,Saudi,Silver,Semi Full,3.3,Gas,Automatic,120,Jeddah,57000.0,10,10.909090909090908
Jeep,Grand Cherokee,2020,Saudi,Brown,Full,3.6,Gas,Automatic,27500,Al-Ahsa,160000.0,5,4583.333333333333
Iveco,Daily,2018,Saudi,White,Standard,3.0,Diesel,Manual,116000,Riyadh,92000.0,7,14500.0
Fiat,500,2019,Saudi,Grey,Semi Full,1.4,Gas,Automatic,28000,Makkah,62000.0,6,4000.0
Toyota,Innova,2015,Saudi,White,Full,2.7,Gas,Automatic,185000,Riyadh,45000.0,10,16818.18181818182
Mitsubishi,Pajero,2014,Saudi,White,Full,3.8,Gas,Automatic,168,Besha,49000.0,11,14.0
Nissan,Pathfinder,2007,Saudi,Grey,Standard,3.5,Gas,Automatic,111,Riyadh,30000.0,18,5.842105263157895
Hyundai,Elantra,2012,Saudi,White,Semi Full,1.7,Gas,Manual,300,Qassim,15000.0,13,21.428571428571427
Kia,Carnival,2013,Saudi,White,Semi Full,3.5,Gas,Automatic,256000,Al-Ahsa,28000.0,12,19692.30769230769
Fiat,Other,2013,Other,White,Standard,2.5,Gas,Automatic,180000,Jeddah,8500.0,12,13846.153846153846
Toyota,Corolla,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,200000,Jeddah,35000.0,10,18181.81818181818
Hyundai,H1,2010,Saudi,Blue,Standard,1.4,Gas,Automatic,147000,Riyadh,29000.0,15,9187.5
Toyota,FJ,2016,Gulf Arabic,White,Full,4.0,Gas,Automatic,64866,Makkah,125000.0,9,6486.6
Hyundai,Azera,2017,Other,White,Semi Full,3.0,Gas,Automatic,256,Riyadh,47000.0,8,28.444444444444443
Ford,Taurus,2012,Gulf Arabic,Another Color,Full,3.5,Gas,Automatic,334728,Aseer,35000.0,13,23909.14285714286
Toyota,Corolla,2011,Saudi,White,Semi Full,1.4,Gas,Automatic,283971,Jeddah,25000.0,14,18931.4
Toyota,Prado,2015,Saudi,Silver,Full,3.6,Gas,Automatic,225989,Jeddah,84000.0,10,20544.454545454544
Honda,Odyssey,2016,Saudi,Red,Full,6.0,Gas,Automatic,189000,Riyadh,57000.0,9,18900.0
Hyundai,Elantra,2007,Saudi,Grey,Standard,1.6,Gas,Manual,191700,Taef,13000.0,18,10089.473684210527
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,39000,Riyadh,45000.0,7,4875.0
Toyota,Hilux,2018,Saudi,White,Full,2.7,Gas,Automatic,63000,Jeddah,110000.0,7,7875.0
Toyota,Camry,2020,Saudi,Brown,Semi Full,2.5,Gas,Automatic,38000,Riyadh,1364.0,5,6333.333333333333
Hyundai,Senta fe,2016,Other,Another Color,Standard,2.0,Diesel,Automatic,193000,Dammam,61000.0,9,19300.0
Toyota,Land Cruiser Pickup,2021,Gulf Arabic,Brown,Full,4.0,Gas,Manual,1519,Riyadh,175000.0,4,303.8
Ford,Taurus,2018,Saudi,White,Standard,3.5,Gas,Automatic,73000,Dammam,77000.0,7,9125.0
Changan,CS75,2017,Saudi,White,Full,3.5,Gas,Automatic,107000,Riyadh,37000.0,8,11888.888888888889
GMC,Sierra,2016,Saudi,Brown,Full,5.3,Gas,Automatic,161,Jeddah,80000.0,9,16.1
Kia,Optima,2016,Saudi,Red,Semi Full,2.4,Gas,Automatic,190000,Riyadh,42000.0,9,19000.0
Ford,Mustang,2017,Saudi,Black,Full,5.0,Gas,Automatic,130000,Riyadh,130000.0,8,14444.444444444445
Jeep,Compass,2016,Saudi,Brown,Standard,2.4,Gas,Automatic,96213,Riyadh,38500.0,9,9621.3
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,111,Riyadh,49000.0,9,11.1
Toyota,Yaris,2010,Saudi,Silver,Standard,1.3,Gas,Manual,350000,Jeddah,13000.0,15,21875.0
Hyundai,Sonata,2017,Saudi,White,Standard,2.4,Gas,Automatic,178000,Riyadh,55000.0,8,19777.777777777777
Toyota,Innova,2014,Saudi,White,Standard,2.7,Gas,Manual,282000,Jubail,35000.0,11,23500.0
Kia,Sorento,2011,Other,Silver,Standard,2.4,Gas,Automatic,160,Dammam,30000.0,14,10.666666666666666
Toyota,Land Cruiser,2013,Saudi,White,Semi Full,4.6,Gas,Automatic,283,Al-Medina,100000.0,12,21.76923076923077
Hyundai,Azera,2013,Saudi,Grey,Full,3.0,Gas,Automatic,284000,Riyadh,32000.0,12,21846.153846153848
Nissan,Sunny,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,88000,Riyadh,29000.0,7,11000.0
Nissan,Patrol,2014,Saudi,Grey,Full,5.6,Gas,Automatic,265000,Jeddah,100000.0,11,22083.333333333332
Lexus,ES,2016,Other,Black,Full,3.5,Gas,Automatic,130000,Aseer,115000.0,9,13000.0
Toyota,Land Cruiser,2016,Saudi,White,Full,4.0,Gas,Automatic,179812,Qassim,155000.0,9,17981.2
Lexus,GS,2014,Saudi,Another Color,Full,3.5,Gas,Automatic,124000,Riyadh,136000.0,11,10333.333333333334
BMW,The 5,2020,Gulf Arabic,Black,Semi Full,1.9,Gas,Automatic,7800,Dammam,177000.0,5,1300.0
GMC,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,233000,Dammam,36000.0,14,15533.333333333334
Renault,Duster,2017,Saudi,Navy,Full,2.0,Gas,Automatic,106000,Al-Ahsa,1128.0,8,11777.777777777777
Porsche,Cayenne S,2012,Saudi,Black,Full,4.8,Gas,Automatic,189000,Riyadh,85000.0,13,13500.0
Hyundai,Elantra,2016,Other,White,Full,1.6,Diesel,Automatic,74000,Jeddah,50000.0,9,7400.0
GMC,Suburban,2006,Other,Golden,Semi Full,2.0,Gas,Automatic,238,Riyadh,30000.0,19,11.9
Ford,Expedition,2009,Saudi,Black,Semi Full,3.5,Gas,Automatic,18500,Taef,35000.0,16,1088.235294117647
Ford,Explorer,2013,Other,Blue,Standard,3.5,Gas,Automatic,218000,Makkah,48000.0,12,16769.23076923077
Dodge,Ram,2011,Saudi,White,Semi Full,5.7,Gas,Automatic,190000,Riyadh,40000.0,14,12666.666666666666
Kia,Cerato,2012,Other,White,Standard,1.6,Gas,Automatic,312287,Riyadh,17000.0,13,22306.214285714286
Ford,Edge,2014,Saudi,Red,Full,3.6,Gas,Automatic,99000,Jeddah,1500.0,11,8250.0
Toyota,Prado,2016,Saudi,White,Semi Full,4.0,Gas,Automatic,167860,Hafar Al-Batin,108000.0,9,16786.0
Chevrolet,Tahoe,2010,Saudi,White,Full,2.7,Gas,Automatic,260000,Riyadh,65000.0,15,16250.0
Ford,Flex,2015,Saudi,Black,Standard,3.6,Gas,Automatic,290000,Riyadh,30000.0,10,26363.636363636364
Toyota,Hilux,2012,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,366000,Aseer,53000.0,13,26142.85714285714
Kia,Sportage,2016,Saudi,Black,Full,2.4,Gas,Automatic,190000,Riyadh,62000.0,9,19000.0
Toyota,Camry,2009,Saudi,White,Standard,2.4,Gas,Manual,350000,Jeddah,25000.0,16,20588.235294117647
Hyundai,Elantra,2013,Saudi,Blue,Semi Full,1.6,Gas,Automatic,300000,Aseer,20000.0,12,23076.923076923078
Chevrolet,Traverse,2011,Saudi,Brown,Standard,3.6,Gas,Automatic,138000,Al-Ahsa,24000.0,14,9200.0
Hyundai,Accent,2016,Saudi,White,Standard,1.6,Gas,Automatic,214000,Riyadh,23500.0,9,21400.0
Chevrolet,Tahoe,2011,Saudi,Black,Standard,5.3,Gas,Automatic,250000,Al-Ahsa,40000.0,14,16666.666666666668
Ford,Edge,2011,Saudi,Red,Full,3.5,Gas,Automatic,70000,Jeddah,60000.0,14,4666.666666666667
Mitsubishi,Pajero,2015,Saudi,Another Color,Standard,3.5,Gas,Automatic,98000,Qassim,60000.0,10,8909.09090909091
Kia,Cerato,2014,Saudi,Red,Semi Full,1.6,Gas,Automatic,223,Tabouk,24000.0,11,18.583333333333332
Nissan,Altima,2013,Saudi,White,Semi Full,2.5,Gas,Automatic,134000,Jeddah,35000.0,12,10307.692307692309
GMC,Sierra,2016,Saudi,Silver,Full,5.3,Gas,Automatic,144000,Aseer,95000.0,9,14400.0
Ford,Taurus,2010,Other,Another Color,Semi Full,3.5,Gas,Automatic,380,Al-Baha,28000.0,15,23.75
Chevrolet,Caprice,2013,Other,White,Standard,6.0,Gas,Automatic,280000,Makkah,44000.0,12,21538.46153846154
Jaguar,XF,2009,Saudi,Another Color,Semi Full,6.0,Gas,Automatic,50000,Riyadh,35000.0,16,2941.176470588235
Toyota,Land Cruiser Pickup,2016,Saudi,Bronze,Semi Full,4.0,Gas,Manual,243000,Riyadh,95000.0,9,24300.0
BMW,X,2009,Saudi,Black,Full,4.4,Gas,Automatic,180000,Jeddah,35000.0,16,10588.235294117647
MINI,Copper,2016,Gulf Arabic,Blue,Semi Full,2.0,Gas,Automatic,75000,Jeddah,80000.0,9,7500.0
Nissan,Datsun,2015,Saudi,White,Standard,2.7,Gas,Manual,77000,Jeddah,45000.0,10,7000.0
Hyundai,Sonata,2016,Other,Black,Semi Full,2.4,Diesel,Automatic,152000,Qassim,52000.0,9,15200.0
Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,48000,Dammam,80000.0,6,6857.142857142857
Chrysler,C300,2012,Other,Silver,Full,5.7,Gas,Automatic,143000,Dammam,51000.0,13,10214.285714285714
Kia,Carens,2015,Saudi,Silver,Semi Full,1.6,Gas,Automatic,37000,Jeddah,33000.0,10,3363.6363636363635
GMC,Sierra,2015,Saudi,Silver,Full,4.4,Gas,Automatic,76000,Dammam,100000.0,10,6909.090909090909
Toyota,Prado,2009,Other,Silver,Full,3.5,Gas,Manual,300000,Jeddah,50000.0,16,17647.058823529413
Cadillac,CT4,2020,Saudi,Grey,Semi Full,3.7,Gas,Automatic,5800,Jeddah,155000.0,5,966.6666666666666
Ford,Taurus,2013,Saudi,White,Standard,1.0,Gas,Automatic,298,Makkah,38000.0,12,22.923076923076923
Chevrolet,Tahoe,2012,Saudi,Golden,Semi Full,5.3,Gas,Automatic,327000,Riyadh,45000.0,13,23357.14285714286
Hyundai,Accent,2018,Saudi,Grey,Full,1.4,Gas,Automatic,20000,Al-Ahsa,37000.0,7,2500.0
Hyundai,H1,2013,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,246,Tabouk,31000.0,12,18.923076923076923
Ford,Ranger,2011,Other,White,Standard,2.2,Gas,Manual,150000,Riyadh,20000.0,14,10000.0
Toyota,Camry,2007,Saudi,Red,Standard,1.1,Gas,Automatic,100000,Arar,22000.0,18,5263.1578947368425
GMC,Terrain,2016,Saudi,White,Standard,2.4,Gas,Automatic,151000,Jazan,45000.0,9,15100.0
Toyota,Corolla,2011,Saudi,Grey,Semi Full,1.4,Gas,Manual,490,Al-Medina,18000.0,14,32.666666666666664
Peugeot,301,2014,Saudi,Another Color,Standard,1.6,Gas,Automatic,159,Tabouk,12000.0,11,13.25
Kia,Sportage,2020,Saudi,Orange,Semi Full,1.6,Gas,Automatic,7600,Jeddah,2656.0,5,1266.6666666666667
Toyota,Corolla,2018,Saudi,Silver,Standard,1.6,Gas,Automatic,28000,Riyadh,54000.0,7,3500.0
Toyota,Furniture,2019,Saudi,White,Full,4.0,Gas,Automatic,135000,Riyadh,115005.0,6,19285.714285714286
Toyota,Rav4,2018,Other,White,Full,2.5,Gas,Automatic,61000,Riyadh,83000.0,7,7625.0
Toyota,Rav4,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,93000,Riyadh,83000.0,8,10333.333333333334
Mazda,CX3,2018,Saudi,White,Standard,3.0,Gas,Automatic,39000,Riyadh,58000.0,7,4875.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,128000,Riyadh,35000.0,7,16000.0
Toyota,Hilux,2020,Gulf Arabic,White,Full,2.7,Gas,Manual,53000,Riyadh,103000.0,5,8833.333333333334
Chevrolet,Corvette,2010,Saudi,Black,Full,3.5,Gas,Automatic,87000,Jeddah,95000.0,15,5437.5
Toyota,Corolla,2017,Saudi,White,Standard,1.6,Gas,Automatic,110,Aseer,46000.0,8,12.222222222222221
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,96000,Dammam,36000.0,7,12000.0
Isuzu,D-MAX,2020,Saudi,White,Full,3.0,Diesel,Automatic,40000,Riyadh,120500.0,5,6666.666666666667
Hyundai,Tucson,2017,Saudi,Another Color,Semi Full,2.0,Gas,Automatic,152,Dammam,62000.0,8,16.88888888888889
Hyundai,Azera,2020,Other,Grey,Semi Full,3.5,Gas,Automatic,37000,Tabouk,1846.0,5,6166.666666666667
Toyota,Corolla,2018,Saudi,White,Standard,1.6,Gas,Automatic,221000,Jubail,1300.0,7,27625.0
